model,triplet_id,domain,concept,layer,dist_asym,dist_lit,dist_sym,dist_scram
Qwen-1.8B,2,Relational,Ninjo (人情),16,0.12128562,0.0016540289,0.039959013,0.1581018
Qwen-1.8B,2,Relational,Ninjo (人情),17,0.15451282,0.0023131967,0.0490191,0.19689018
Qwen-1.8B,2,Relational,Ninjo (人情),18,0.21456438,0.0032179356,0.08224136,0.26725668
Qwen-1.8B,2,Relational,Ninjo (人情),19,0.27919483,0.004424393,0.11423892,0.32920343
Qwen-1.8B,2,Relational,Ninjo (人情),20,0.30949008,0.0059654117,0.202981,0.3415891
Qwen-1.8B,2,Relational,Ninjo (人情),21,0.37866902,0.00662601,0.24254483,0.4135722
Qwen-1.8B,2,Relational,Ninjo (人情),22,0.47341627,0.010266662,0.3655066,0.5060934
Qwen-1.8B,2,Relational,Ninjo (人情),23,0.6243989,0.014949501,0.45240682,0.66435134
Qwen-1.8B,2,Relational,Ninjo (人情),24,1.0694462,0.03637743,0.7390446,1.1021475
Qwen-1.8B,3,Relational,En (縁),0,0.84875077,0.120277226,0.60065806,0.84875077
Qwen-1.8B,3,Relational,En (縁),1,0.30396348,0.051300704,0.19990271,0.2799449
Qwen-1.8B,3,Relational,En (縁),2,0.12259412,0.007929206,0.077227235,0.108379126
Qwen-1.8B,3,Relational,En (縁),3,0.13413423,0.005334139,0.060903847,0.17005807
Qwen-1.8B,3,Relational,En (縁),4,0.09730852,0.0057486296,0.05051619,0.13295835
Qwen-1.8B,3,Relational,En (縁),5,0.09287208,0.006662786,0.06680149,0.14560509
Qwen-1.8B,3,Relational,En (縁),6,0.10026568,0.011003137,0.08531636,0.16623253
Qwen-1.8B,3,Relational,En (縁),7,0.007693112,0.00035268068,0.0071411133,0.013050854
Qwen-1.8B,3,Relational,En (縁),8,0.00877136,0.00043672323,0.008105636,0.013292909
Qwen-1.8B,3,Relational,En (縁),9,0.010552049,0.0006337166,0.011187196,0.01570648
Qwen-1.8B,3,Relational,En (縁),10,0.012677848,0.00076305866,0.013714731,0.019513369
Qwen-1.8B,3,Relational,En (縁),11,0.015886188,0.0008571148,0.01580441,0.022945166
Qwen-1.8B,3,Relational,En (縁),12,0.019444525,0.0010594726,0.017352998,0.027477205
Qwen-1.8B,3,Relational,En (縁),13,0.024991632,0.0013035536,0.023714483,0.035338104
Qwen-1.8B,3,Relational,En (縁),14,0.03411162,0.0017015934,0.030031443,0.04806429
Qwen-1.8B,3,Relational,En (縁),15,0.04620409,0.0022799969,0.040631294,0.06757611
Qwen-1.8B,3,Relational,En (縁),16,0.08275062,0.003205359,0.058928728,0.110679805
Qwen-1.8B,3,Relational,En (縁),17,0.10626185,0.0043290257,0.07432592,0.14525288
Qwen-1.8B,3,Relational,En (縁),18,0.16128474,0.0058549047,0.12267834,0.20841622
Qwen-1.8B,3,Relational,En (縁),19,0.23037887,0.007841289,0.16674435,0.26916224
Qwen-1.8B,3,Relational,En (縁),20,0.26031363,0.009595931,0.26615298,0.29295683
Qwen-1.8B,3,Relational,En (縁),21,0.34463513,0.01050514,0.28728354,0.3660493
Qwen-1.8B,3,Relational,En (縁),22,0.465196,0.012869835,0.40488774,0.47262275
Qwen-1.8B,3,Relational,En (縁),23,0.631508,0.014305532,0.46030307,0.6561017
Qwen-1.8B,3,Relational,En (縁),24,1.0399884,0.026379764,0.7402798,1.1686976
Qwen-1.8B,4,Relational,Amaeru (甘える),0,0.85105884,0.1707254,0.675568,0.85105884
Qwen-1.8B,4,Relational,Amaeru (甘える),1,0.3277635,0.075838864,0.23377931,0.35777718
Qwen-1.8B,4,Relational,Amaeru (甘える),2,0.12955838,0.025882244,0.08708584,0.15459067
Qwen-1.8B,4,Relational,Amaeru (甘える),3,0.1299876,0.018994391,0.06809759,0.15070897
Qwen-1.8B,4,Relational,Amaeru (甘える),4,0.09147906,0.018376887,0.053841114,0.10106927
Qwen-1.8B,4,Relational,Amaeru (甘える),5,0.08873856,0.019668937,0.06064087,0.09925437
Qwen-1.8B,4,Relational,Amaeru (甘える),6,0.09747511,0.029407144,0.07804668,0.1250732
Qwen-1.8B,4,Relational,Amaeru (甘える),7,0.008333921,0.0009486675,0.0042413473,0.008809745
Qwen-1.8B,4,Relational,Amaeru (甘える),8,0.010174155,0.0011986494,0.0044130087,0.010459542
Qwen-1.8B,4,Relational,Amaeru (甘える),9,0.012819111,0.0015957355,0.0057249665,0.010746956
Qwen-1.8B,4,Relational,Amaeru (甘える),10,0.015900254,0.0018908381,0.0063871145,0.013851702
Qwen-1.8B,4,Relational,Amaeru (甘える),11,0.019810677,0.0024020672,0.007625282,0.01692152
Qwen-1.8B,4,Relational,Amaeru (甘える),12,0.024274647,0.0031048656,0.009203672,0.021263301
Qwen-1.8B,4,Relational,Amaeru (甘える),13,0.031261623,0.004299283,0.0130752325,0.025866985
Qwen-1.8B,4,Relational,Amaeru (甘える),14,0.042375207,0.0053191185,0.01633358,0.03546816
Qwen-1.8B,4,Relational,Amaeru (甘える),15,0.056874633,0.007186115,0.02296704,0.04914677
Qwen-1.8B,4,Relational,Amaeru (甘える),16,0.10003322,0.0102395415,0.034065783,0.08166951
Qwen-1.8B,4,Relational,Amaeru (甘える),17,0.12720895,0.012951732,0.042931378,0.10882926
Qwen-1.8B,4,Relational,Amaeru (甘える),18,0.18580937,0.016594768,0.07678884,0.15778226
Qwen-1.8B,4,Relational,Amaeru (甘える),19,0.26362586,0.021978498,0.10660857,0.21547526
Qwen-1.8B,4,Relational,Amaeru (甘える),20,0.291956,0.027576864,0.2188353,0.24615282
Qwen-1.8B,4,Relational,Amaeru (甘える),21,0.3815809,0.031688273,0.263331,0.3359716
Qwen-1.8B,4,Relational,Amaeru (甘える),22,0.503719,0.039471686,0.40749705,0.4232515
Qwen-1.8B,4,Relational,Amaeru (甘える),23,0.66312146,0.045361936,0.48364246,0.59319377
Qwen-1.8B,4,Relational,Amaeru (甘える),24,1.0119495,0.06394571,0.75355303,1.1465567
Qwen-1.8B,5,Relational,Omoiyari (思いやり),0,0.8476129,0.14865053,0.70819485,0.8476129
Qwen-1.8B,5,Relational,Omoiyari (思いやり),1,0.29692936,0.07450068,0.2017827,0.31935722
Qwen-1.8B,5,Relational,Omoiyari (思いやり),2,0.15426517,0.022475779,0.0784632,0.17716908
Qwen-1.8B,5,Relational,Omoiyari (思いやり),3,0.16798317,0.014082551,0.054098427,0.17786491
Qwen-1.8B,5,Relational,Omoiyari (思いやり),4,0.117082596,0.011705041,0.0481717,0.123155475
Qwen-1.8B,5,Relational,Omoiyari (思いやり),5,0.10941154,0.012176633,0.057295263,0.11630356
Qwen-1.8B,5,Relational,Omoiyari (思いやり),6,0.1144467,0.019191802,0.07650876,0.13353515
Qwen-1.8B,5,Relational,Omoiyari (思いやり),7,0.010477543,0.000580132,0.0048307776,0.010993898
Qwen-1.8B,5,Relational,Omoiyari (思いやり),8,0.012264848,0.00064629316,0.0055487156,0.012814999
Qwen-1.8B,5,Relational,Omoiyari (思いやり),9,0.015339375,0.0008559227,0.0073076487,0.015538275
Qwen-1.8B,5,Relational,Omoiyari (思いやり),10,0.01977837,0.0010718107,0.008714378,0.021035492
Qwen-1.8B,5,Relational,Omoiyari (思いやり),11,0.023581326,0.0015349984,0.010168135,0.025983572
Qwen-1.8B,5,Relational,Omoiyari (思いやり),12,0.0299322,0.0019330978,0.011384189,0.03368658
Qwen-1.8B,5,Relational,Omoiyari (思いやり),13,0.038208365,0.0025052428,0.015491784,0.041952908
Qwen-1.8B,5,Relational,Omoiyari (思いやり),14,0.0546934,0.0031610727,0.020213187,0.060421884
Qwen-1.8B,5,Relational,Omoiyari (思いやり),15,0.07297057,0.0042794347,0.027297974,0.084935784
Qwen-1.8B,5,Relational,Omoiyari (思いやり),16,0.122867525,0.0064070225,0.038763702,0.14356548
Qwen-1.8B,5,Relational,Omoiyari (思いやり),17,0.15188801,0.0077202916,0.048171043,0.17560333
Qwen-1.8B,5,Relational,Omoiyari (思いやり),18,0.21561319,0.010586917,0.08266264,0.24103945
Qwen-1.8B,5,Relational,Omoiyari (思いやり),19,0.29682302,0.014264882,0.119244695,0.30572343
Qwen-1.8B,5,Relational,Omoiyari (思いやり),20,0.31733936,0.018871963,0.23078954,0.3249331
Qwen-1.8B,5,Relational,Omoiyari (思いやり),21,0.3961004,0.021990538,0.2719229,0.40081936
Qwen-1.8B,5,Relational,Omoiyari (思いやり),22,0.50988746,0.032752037,0.41682297,0.49823135
Qwen-1.8B,5,Relational,Omoiyari (思いやり),23,0.68038654,0.041067183,0.47071868,0.679508
Qwen-1.8B,5,Relational,Omoiyari (思いやり),24,1.0658053,0.08774036,0.7153173,1.1294777
Qwen-1.8B,6,Relational,On (恩),0,0.8623505,0.08060521,0.6206732,0.8623505
Qwen-1.8B,6,Relational,On (恩),1,0.36384314,0.019775987,0.20934957,0.32997566
Qwen-1.8B,6,Relational,On (恩),2,0.18778592,0.00820446,0.08079535,0.1549505
Qwen-1.8B,6,Relational,On (恩),3,0.18170458,0.004910767,0.053435266,0.18073219
Qwen-1.8B,6,Relational,On (恩),4,0.12154275,0.00466156,0.046814024,0.12258202
Qwen-1.8B,6,Relational,On (恩),5,0.113611996,0.00531286,0.052807152,0.13681686
Qwen-1.8B,6,Relational,On (恩),6,0.12236458,0.009562373,0.06299245,0.1463046
Qwen-1.8B,6,Relational,On (恩),7,0.0068814754,0.00028830767,0.0031799078,0.009676099
Qwen-1.8B,6,Relational,On (恩),8,0.0077612996,0.00033289194,0.0034273863,0.010058641
Qwen-1.8B,6,Relational,On (恩),9,0.009141386,0.0005388856,0.0042105913,0.011194825
Qwen-1.8B,6,Relational,On (恩),10,0.011546493,0.0006759763,0.005211234,0.013906598
Qwen-1.8B,6,Relational,On (恩),11,0.014714241,0.00096178055,0.0061230063,0.016363382
Qwen-1.8B,6,Relational,On (恩),12,0.017740965,0.0011104345,0.007366121,0.018913388
Qwen-1.8B,6,Relational,On (恩),13,0.021179378,0.0015379786,0.009868383,0.023728907
Qwen-1.8B,6,Relational,On (恩),14,0.02957648,0.001861453,0.0134881735,0.033425152
Qwen-1.8B,6,Relational,On (恩),15,0.044469297,0.0024518967,0.019066453,0.04949248
Qwen-1.8B,6,Relational,On (恩),16,0.08761966,0.0036332607,0.028927088,0.09291637
Qwen-1.8B,6,Relational,On (恩),17,0.11165458,0.0046415925,0.03864324,0.11919278
Qwen-1.8B,6,Relational,On (恩),18,0.16307896,0.006157875,0.06930494,0.16831708
Qwen-1.8B,6,Relational,On (恩),19,0.2371422,0.008767128,0.12479812,0.23968822
Qwen-1.8B,6,Relational,On (恩),20,0.2737388,0.01009649,0.22961646,0.27017313
Qwen-1.8B,6,Relational,On (恩),21,0.36379784,0.01062578,0.28649586,0.35538495
Qwen-1.8B,6,Relational,On (恩),22,0.49236852,0.014297903,0.42575425,0.4674517
Qwen-1.8B,6,Relational,On (恩),23,0.66433185,0.016864955,0.4762659,0.6682973
Qwen-1.8B,6,Relational,On (恩),24,1.0987927,0.027785063,0.69101965,1.2100197
Qwen-1.8B,7,Social Space,Wa (和),0,0.89140487,0.11250627,0.69418395,0.89140487
Qwen-1.8B,7,Social Space,Wa (和),1,0.49380738,0.038741708,0.28620636,0.49130505
Qwen-1.8B,7,Social Space,Wa (和),2,0.18437076,0.007125795,0.08104628,0.21202481
Qwen-1.8B,7,Social Space,Wa (和),3,0.18554121,0.0069493055,0.07046795,0.18850803
Qwen-1.8B,7,Social Space,Wa (和),4,0.13198191,0.0069814324,0.061734617,0.12896949
Qwen-1.8B,7,Social Space,Wa (和),5,0.12327981,0.008110821,0.07491809,0.12490755
Qwen-1.8B,7,Social Space,Wa (和),6,0.126302,0.012372851,0.08312845,0.14190143
Qwen-1.8B,7,Social Space,Wa (和),7,0.01842904,0.00034797192,0.010393262,0.020139456
Qwen-1.8B,7,Social Space,Wa (和),8,0.020485997,0.00042200089,0.009631753,0.022167087
Qwen-1.8B,7,Social Space,Wa (和),9,0.02563268,0.000538826,0.011942327,0.027257442
Qwen-1.8B,7,Social Space,Wa (和),10,0.03223002,0.00066691637,0.013283193,0.037499845
Qwen-1.8B,7,Social Space,Wa (和),11,0.038479447,0.0008431077,0.014991164,0.0449363
Qwen-1.8B,7,Social Space,Wa (和),12,0.046352267,0.00109905,0.01699251,0.05649507
Qwen-1.8B,7,Social Space,Wa (和),13,0.05529684,0.0015160441,0.023407519,0.06463671
Qwen-1.8B,7,Social Space,Wa (和),14,0.0746541,0.0018545389,0.029540777,0.08605498
Qwen-1.8B,7,Social Space,Wa (和),15,0.09978372,0.0026750565,0.03971988,0.11257124
Qwen-1.8B,7,Social Space,Wa (和),16,0.15585607,0.0044629574,0.056795537,0.17419845
Qwen-1.8B,7,Social Space,Wa (和),17,0.19000202,0.0063362718,0.07254106,0.21390003
Qwen-1.8B,7,Social Space,Wa (和),18,0.25648314,0.008630216,0.12061697,0.2811858
Qwen-1.8B,7,Social Space,Wa (和),19,0.3319401,0.01150924,0.16381317,0.33600837
Qwen-1.8B,7,Social Space,Wa (和),20,0.35295308,0.014472187,0.29480934,0.35355806
Qwen-1.8B,7,Social Space,Wa (和),21,0.42139566,0.016000926,0.3226936,0.40754712
Qwen-1.8B,7,Social Space,Wa (和),22,0.51754785,0.021571696,0.44219923,0.49029
Qwen-1.8B,7,Social Space,Wa (和),23,0.6862596,0.02417308,0.49700618,0.6780065
Qwen-1.8B,7,Social Space,Wa (和),24,1.0629967,0.03715086,0.7343892,1.1289415
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),0,0.78535366,0.20606363,0.6386592,0.78535366
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),1,0.3446535,0.07353592,0.21380156,0.3429417
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),2,0.1746273,0.016180515,0.08237922,0.17828363
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),3,0.16960418,0.009898543,0.057722032,0.15955955
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),4,0.11604059,0.009482801,0.05193925,0.1084677
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),5,0.116086245,0.010060787,0.06374711,0.10708183
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),6,0.11740595,0.017332315,0.08403891,0.112887144
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),7,0.012797475,0.0004711151,0.0065936446,0.0105140805
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),8,0.01596564,0.0006081462,0.0077027082,0.013465762
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),9,0.021478355,0.00077337027,0.010705471,0.016697228
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),10,0.028284132,0.000934422,0.013403654,0.02424717
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),11,0.03316194,0.0014175773,0.01636225,0.028411508
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),12,0.039173305,0.0017092824,0.020626068,0.031668305
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),13,0.047611892,0.002281189,0.02675128,0.038548112
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),14,0.06381261,0.0029067397,0.03465885,0.051763117
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),15,0.08362222,0.004006505,0.044799507,0.07218379
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),16,0.14259845,0.0056975484,0.06053382,0.12237674
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),17,0.17830217,0.007479012,0.07458037,0.15802962
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),18,0.24727386,0.011358738,0.11794084,0.22104847
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),19,0.32509142,0.015774488,0.17290574,0.27366996
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),20,0.34378844,0.019669175,0.26066107,0.29123592
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),21,0.422081,0.022036076,0.29313934,0.3656211
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),22,0.5370672,0.031374454,0.39233184,0.45366788
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),23,0.7123771,0.03795868,0.45797908,0.67165554
Qwen-1.8B,8,Social Space,Kuuki wo Yomu (空気を読む),24,1.1393838,0.06453711,0.7363657,1.2303796
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),0,0.8199041,0.10043126,0.70823777,0.8199041
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),1,0.36412287,0.042624414,0.21198374,0.3795182
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),2,0.15338647,0.008302689,0.07830191,0.17042643
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),3,0.14769614,0.006914079,0.071862936,0.1496008
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),4,0.10286754,0.006556213,0.06265175,0.10592389
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),5,0.09514892,0.00659585,0.06930828,0.10565704
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),6,0.101011455,0.008690834,0.08350325,0.11332208
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),7,0.01005882,0.00019693375,0.0064210296,0.009897828
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),8,0.0117414,0.00025099516,0.0066184998,0.010946929
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),9,0.014857173,0.0003861189,0.007977784,0.014108658
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),10,0.018158853,0.00045907497,0.009224951,0.01897937
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),11,0.020996809,0.0006442666,0.010996163,0.02271092
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),12,0.02729553,0.00082176924,0.0134605765,0.029803872
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),13,0.0326342,0.0010659695,0.01820606,0.035988092
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),14,0.045915008,0.0014395118,0.025530457,0.050377786
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),15,0.060986757,0.0021739602,0.032491744,0.07077217
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),16,0.1042611,0.0031949878,0.045438945,0.118430614
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),17,0.1331293,0.004938543,0.055889368,0.15492696
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),18,0.19420123,0.0067781806,0.08959305,0.21707255
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),19,0.2669,0.00915122,0.13378894,0.27725977
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),20,0.29008138,0.011823952,0.23449409,0.2933324
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),21,0.37226373,0.013215065,0.27487588,0.36679876
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),22,0.47545308,0.015297115,0.4042951,0.45774972
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),23,0.6746962,0.015691042,0.46738446,0.67418754
Qwen-1.8B,9,Social Space,Uchi-Soto (内-外),24,1.0876312,0.0167256,0.6947024,1.1795757
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),0,0.84785324,0.20791769,0.6316185,0.84785324
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),1,0.36216497,0.08687705,0.19160694,0.37286413
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),2,0.16011631,0.020369291,0.073091984,0.16396242
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),3,0.17673331,0.013207734,0.044295013,0.18313962
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),4,0.11733627,0.011826575,0.041477263,0.12359166
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),5,0.10856217,0.012253106,0.054899693,0.1191141
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),6,0.10297668,0.019773066,0.074278,0.113125145
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),7,0.014974713,0.00033557415,0.0030418038,0.0125927925
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),8,0.01676327,0.00040888786,0.0035998225,0.014173508
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),9,0.02151972,0.0005649328,0.0049691796,0.017864585
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),10,0.026949525,0.00071930885,0.0066122413,0.024337769
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),11,0.032578826,0.0009635091,0.008051515,0.029021978
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),12,0.041436136,0.0013033152,0.0095748305,0.03504932
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),13,0.050926268,0.0017248988,0.013289571,0.04381168
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),14,0.067836165,0.0021905303,0.017769992,0.059898913
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),15,0.0902701,0.0032859445,0.024392962,0.084165156
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),16,0.14879525,0.004772365,0.03374237,0.1354425
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),17,0.18148017,0.0058330894,0.04358208,0.17133033
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),18,0.24595189,0.0080708265,0.07562882,0.2292592
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),19,0.3383605,0.010756493,0.11471659,0.2935428
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),20,0.3525483,0.013647974,0.19748396,0.30797887
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),21,0.4340924,0.01600492,0.23488694,0.38570905
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),22,0.5428335,0.022701561,0.3447519,0.47354865
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),23,0.7171397,0.029530406,0.43339062,0.6870929
Qwen-1.8B,10,Social Space,Honne to Tatemae (本音と建前),24,1.1183395,0.060588717,0.73549795,1.2309129
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),0,0.86667156,0.07527125,0.5814023,0.86667156
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),1,0.37091923,0.032220364,0.20460355,0.39996445
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),2,0.1530993,0.007573068,0.08016443,0.18293679
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),3,0.18515575,0.0049254894,0.056342423,0.17702532
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),4,0.13362628,0.0046871305,0.054418385,0.1296345
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),5,0.11823696,0.0055786967,0.068051934,0.11828095
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),6,0.113345444,0.009595275,0.08580917,0.13399243
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),7,0.010739505,0.00029855967,0.0041877627,0.01054287
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),8,0.011768997,0.0003864169,0.0049785376,0.012925684
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),9,0.015297413,0.0005476475,0.0065081716,0.015622079
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),10,0.020196676,0.0007406473,0.008328259,0.021593094
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),11,0.025199473,0.001098156,0.0099826455,0.026784778
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),12,0.033781707,0.0012674928,0.011626661,0.032690406
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),13,0.040480554,0.0016079545,0.015548825,0.039492488
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),14,0.057401538,0.0021095276,0.020025313,0.05359173
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),15,0.07505751,0.002788663,0.026146531,0.07082564
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),16,0.12329334,0.0039931536,0.03664285,0.11734408
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),17,0.1508953,0.0050196648,0.0466823,0.14753819
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),18,0.21755594,0.007719457,0.07969314,0.21087635
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),19,0.30361688,0.010622442,0.11500001,0.28607064
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),20,0.32871306,0.013738036,0.21656442,0.30613244
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),21,0.4077736,0.014924586,0.25067472,0.38476247
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),22,0.5218522,0.018948853,0.36061716,0.49253666
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),23,0.6861534,0.017412245,0.42391676,0.6710264
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),24,1.0979621,0.033575416,0.7377534,1.1469945
Qwen-1.8B,12,Social Space,Enryo (遠慮),0,0.8426658,0.14602757,0.6268644,0.8426658
Qwen-1.8B,12,Social Space,Enryo (遠慮),1,0.44314522,0.046120822,0.26186383,0.43295205
Qwen-1.8B,12,Social Space,Enryo (遠慮),2,0.17239445,0.01082629,0.06947392,0.18381375
Qwen-1.8B,12,Social Space,Enryo (遠慮),3,0.15557915,0.008647203,0.043781817,0.15618914
Qwen-1.8B,12,Social Space,Enryo (遠慮),4,0.100317895,0.009419143,0.03644687,0.10105449
Qwen-1.8B,12,Social Space,Enryo (遠慮),5,0.098243,0.013261616,0.045261323,0.10067326
Qwen-1.8B,12,Social Space,Enryo (遠慮),6,0.11260271,0.023931444,0.06342161,0.12033886
Qwen-1.8B,12,Social Space,Enryo (遠慮),7,0.007949173,0.00059753656,0.0032775402,0.009420276
Qwen-1.8B,12,Social Space,Enryo (遠慮),8,0.008882642,0.00078451633,0.0038878918,0.01082921
Qwen-1.8B,12,Social Space,Enryo (遠慮),9,0.010501981,0.0010077953,0.005254388,0.011997998
Qwen-1.8B,12,Social Space,Enryo (遠慮),10,0.013351917,0.0013508201,0.0065432787,0.015658319
Qwen-1.8B,12,Social Space,Enryo (遠慮),11,0.016903043,0.0018591881,0.008055508,0.01911676
Qwen-1.8B,12,Social Space,Enryo (遠慮),12,0.021432221,0.0021402836,0.010248005,0.024918437
Qwen-1.8B,12,Social Space,Enryo (遠慮),13,0.026890337,0.0029547215,0.013513565,0.029922605
Qwen-1.8B,12,Social Space,Enryo (遠慮),14,0.038742363,0.0038881302,0.01779598,0.04103315
Qwen-1.8B,12,Social Space,Enryo (遠慮),15,0.053954422,0.005277157,0.024476767,0.058394134
Qwen-1.8B,12,Social Space,Enryo (遠慮),16,0.093263745,0.0075035095,0.037550747,0.102390826
Qwen-1.8B,12,Social Space,Enryo (遠慮),17,0.1241585,0.009525716,0.0499171,0.13755381
Qwen-1.8B,12,Social Space,Enryo (遠慮),18,0.18692929,0.013485134,0.08608693,0.20144892
Qwen-1.8B,12,Social Space,Enryo (遠慮),19,0.2785138,0.018011391,0.12301719,0.2682649
Qwen-1.8B,12,Social Space,Enryo (遠慮),20,0.30157346,0.02234435,0.22331381,0.2870264
Qwen-1.8B,12,Social Space,Enryo (遠慮),21,0.38407785,0.02294743,0.25680828,0.36960626
Qwen-1.8B,12,Social Space,Enryo (遠慮),22,0.52611196,0.031790078,0.36598516,0.48461723
Qwen-1.8B,12,Social Space,Enryo (遠慮),23,0.69765705,0.03498161,0.43205315,0.7001742
Qwen-1.8B,12,Social Space,Enryo (遠慮),24,1.0870371,0.055416286,0.6973181,1.190136
